Student,Semester,Math,Physics,Chemistry,Biology,English
April Gross,Semester 3,81.0,,80.0,30.0,47.0
James Ewing,Semester 3,,,42.0,53.0,
James Ewing,Semester 4,82.0,68.0,,62.0,78.0
James Ewing,Semester 5,41.0,,,,
James Ewing,Semester 2,,41.0,33.0,82.0,74.0
James Ewing,Semester 8,,94.0,63.0,,87.0
James Ewing,Semester 1,49.0,,,,
James Ewing,Semester 6,,,58.0,99.0,30.0
James Ewing,Semester 7,92.0,,80.0,,
Brian Phillips,Semester 1,,34.0,,,
Danielle Cooley,Semester 2,31.0,40.0,,,63.0
Danielle Cooley,Semester 3,31.0,50.0,87.0,47.0,30.0
Danielle Cooley,Semester 7,94.0,,99.0,,
Danielle Cooley,Semester 8,49.0,89.0,,99.0,
Ashley Thomas,Semester 4,83.0,,,50.0,46.0
Carrie Vaughan,Semester 1,,81.0,72.0,,
Carrie Vaughan,Semester 6,,,,80.0,90.0
Carrie Vaughan,Semester 5,32.0,,96.0,,32.0
Carrie Vaughan,Semester 3,44.0,52.0,,,
Carrie Vaughan,Semester 4,,74.0,42.0,,
Carrie Vaughan,Semester 8,50.0,,77.0,,
Rachel Robinson,Semester 6,87.0,36.0,50.0,36.0,82.0
Rachel Robinson,Semester 4,92.0,94.0,,48.0,35.0
Rachel Robinson,Semester 1,84.0,,96.0,,
Rachel Robinson,Semester 2,76.0,96.0,,37.0,61.0
Rachel Robinson,Semester 5,,,,83.0,86.0
Rachel Robinson,Semester 8,,91.0,36.0,,
Rachel Robinson,Semester 3,,88.0,,32.0,48.0
Rachel Robinson,Semester 7,,,,46.0,
Virginia Lopez,Semester 5,,63.0,90.0,,67.0
Virginia Lopez,Semester 3,50.0,51.0,82.0,,94.0
James Wright,Semester 3,,,,43.0,42.0
James Wright,Semester 7,49.0,47.0,78.0,57.0,
James Wright,Semester 4,,34.0,98.0,55.0,
James Wright,Semester 1,,47.0,,41.0,
James Wright,Semester 8,,91.0,,,90.0
James Wright,Semester 2,,79.0,42.0,71.0,85.0
James Wright,Semester 5,,,,85.0,30.0
James Wright,Semester 6,81.0,,,46.0,
Frank Castillo,Semester 7,,31.0,,,97.0
Frank Castillo,Semester 2,,82.0,88.0,,
Frank Castillo,Semester 4,,59.0,99.0,,
Frank Castillo,Semester 5,40.0,,,36.0,89.0
Frank Castillo,Semester 1,33.0,94.0,82.0,50.0,
Frank Castillo,Semester 3,,,77.0,99.0,
Frank Castillo,Semester 6,,,44.0,91.0,98.0
Angela Morrison,Semester 5,98.0,67.0,70.0,,72.0
Angela Morrison,Semester 3,33.0,,100.0,,
Angela Morrison,Semester 1,39.0,37.0,,,
Angela Morrison,Semester 6,80.0,,,40.0,59.0
Angela Morrison,Semester 8,79.0,47.0,52.0,,
Angela Morrison,Semester 7,62.0,,57.0,66.0,
Angela Morrison,Semester 4,,75.0,73.0,56.0,
Kenneth Lee,Semester 1,,64.0,38.0,84.0,
Scott Bryant DVM,Semester 6,,88.0,79.0,,96.0
Monica Conrad,Semester 4,100.0,74.0,,,
Monica Conrad,Semester 8,,61.0,,,50.0
Monica Conrad,Semester 7,38.0,,88.0,,81.0
Monica Conrad,Semester 2,93.0,,,,45.0
Ashley Mathis,Semester 5,98.0,85.0,78.0,,
Ashley Mathis,Semester 1,,,,,
Ashley Mathis,Semester 6,,80.0,,39.0,95.0
Daniel Richardson,Semester 7,48.0,40.0,,,42.0
Daniel Richardson,Semester 8,76.0,,76.0,,92.0
Daniel Richardson,Semester 2,95.0,,31.0,52.0,31.0
Daniel Richardson,Semester 1,,49.0,,55.0,
Daniel Richardson,Semester 6,65.0,,,,44.0
Daniel Richardson,Semester 4,,,35.0,83.0,
Daniel Richardson,Semester 5,40.0,,,,
Melissa Turner,Semester 5,,,,69.0,
Melissa Turner,Semester 2,71.0,56.0,71.0,93.0,74.0
Melissa Turner,Semester 8,59.0,97.0,41.0,59.0,
Melissa Turner,Semester 1,44.0,,,40.0,98.0
Melissa Turner,Semester 7,,,,87.0,
Melissa Turner,Semester 4,71.0,74.0,90.0,,
Melissa Turner,Semester 3,99.0,72.0,,37.0,96.0
Melissa Turner,Semester 6,31.0,,89.0,,86.0
Matthew Romero,Semester 6,88.0,80.0,91.0,,
Matthew Romero,Semester 3,,47.0,74.0,,
Nicholas Mckenzie,Semester 3,,,41.0,,
Nicholas Mckenzie,Semester 4,,95.0,,68.0,47.0
Nicholas Mckenzie,Semester 2,,,52.0,75.0,79.0
Nicholas Mckenzie,Semester 6,,87.0,48.0,,51.0
Nicholas Mckenzie,Semester 8,79.0,38.0,,,
Nicholas Mckenzie,Semester 1,,88.0,,,81.0
Nicholas Mckenzie,Semester 7,,,74.0,82.0,
Nicholas Mckenzie,Semester 5,79.0,,,66.0,
Kimberly Woodard,Semester 8,41.0,,,,
Kimberly Woodard,Semester 2,,,,,37.0
Rebecca Abbott,Semester 8,,,,45.0,97.0
Rebecca Abbott,Semester 5,38.0,,96.0,,
Rebecca Abbott,Semester 7,,70.0,,,52.0
Rebecca Abbott,Semester 3,,44.0,,73.0,49.0
Rebecca Abbott,Semester 2,98.0,69.0,57.0,78.0,77.0
Rebecca Abbott,Semester 1,,61.0,,,
Rebecca Abbott,Semester 6,52.0,51.0,,,
Marie Smith,Semester 2,,,86.0,,
Marie Smith,Semester 8,52.0,,,,
Marie Smith,Semester 5,90.0,,37.0,65.0,50.0
Marie Smith,Semester 6,,86.0,,62.0,90.0
Marie Smith,Semester 1,63.0,,,,
Marie Smith,Semester 3,,,92.0,61.0,100.0
Marie Smith,Semester 7,,68.0,,,
Marie Smith,Semester 4,87.0,83.0,,53.0,96.0
Kimberly Johnson,Semester 1,87.0,,,60.0,80.0
Kimberly Johnson,Semester 6,,84.0,92.0,33.0,
Matthew Roberts MD,Semester 1,69.0,55.0,,,54.0
Matthew Roberts MD,Semester 4,,44.0,86.0,,35.0
Matthew Roberts MD,Semester 5,95.0,92.0,,,
Matthew Roberts MD,Semester 7,,,46.0,,59.0
Matthew Roberts MD,Semester 6,100.0,,63.0,95.0,53.0
Matthew Roberts MD,Semester 3,,64.0,30.0,51.0,97.0
Michael Lawrence,Semester 4,91.0,58.0,92.0,49.0,100.0
Michael Lawrence,Semester 7,51.0,55.0,93.0,,
Melissa Smith,Semester 6,94.0,47.0,67.0,80.0,81.0
Melissa Smith,Semester 7,51.0,,44.0,60.0,45.0
Melissa Smith,Semester 4,94.0,69.0,,47.0,
Melissa Smith,Semester 5,,51.0,,,69.0
Melissa Smith,Semester 2,49.0,,64.0,99.0,67.0
Justin Young,Semester 8,71.0,,,43.0,
Justin Young,Semester 3,,50.0,,69.0,
Justin Young,Semester 7,,,77.0,,
Justin Young,Semester 5,94.0,51.0,,,
Steve Clay,Semester 3,,,,35.0,
Steve Clay,Semester 7,32.0,75.0,59.0,57.0,99.0
Steve Clay,Semester 2,,34.0,,,
Steve Clay,Semester 5,53.0,87.0,35.0,86.0,
Steve Clay,Semester 1,64.0,,,,100.0
Steve Clay,Semester 8,,30.0,,,
Steve Clay,Semester 4,89.0,73.0,,,70.0
Tyrone Ryan,Semester 6,54.0,84.0,,,66.0
Tyrone Ryan,Semester 4,86.0,,,51.0,88.0
Tyrone Ryan,Semester 1,41.0,,,,
Tyrone Ryan,Semester 8,37.0,80.0,,57.0,
Tyrone Ryan,Semester 3,96.0,87.0,83.0,69.0,
Kara Key,Semester 1,,,,,86.0
Kara Key,Semester 4,61.0,,,86.0,56.0
Angela Perez,Semester 2,40.0,,,85.0,
Joseph Bryant,Semester 8,,37.0,99.0,,68.0
Joseph Bryant,Semester 1,32.0,,,70.0,
Joseph Bryant,Semester 3,,,46.0,74.0,84.0
Joseph Bryant,Semester 2,67.0,40.0,,,
Brian Dunn,Semester 7,,,79.0,78.0,
Brian Dunn,Semester 6,,74.0,69.0,,64.0
Brian Dunn,Semester 3,52.0,42.0,,73.0,
Brian Dunn,Semester 1,,53.0,,,84.0
Brian Dunn,Semester 8,90.0,,57.0,,
Brian Dunn,Semester 2,68.0,36.0,,42.0,
Brian Dunn,Semester 5,62.0,59.0,42.0,,
Linda Peterson,Semester 3,77.0,,45.0,,44.0
Linda Peterson,Semester 6,,,52.0,48.0,
Linda Peterson,Semester 5,82.0,42.0,38.0,45.0,
Linda Peterson,Semester 2,,43.0,58.0,,
Linda Peterson,Semester 8,97.0,,,,
Linda Peterson,Semester 4,98.0,,,,89.0
Linda Peterson,Semester 7,,,92.0,,
Jennifer Ward,Semester 4,60.0,,36.0,,
Jennifer Ward,Semester 6,49.0,,77.0,34.0,
Patrick Wright,Semester 4,68.0,85.0,,69.0,
Patrick Wright,Semester 6,88.0,,36.0,,39.0
Patrick Wright,Semester 2,55.0,,69.0,,97.0
Patrick Wright,Semester 5,40.0,,,53.0,
Patrick Wright,Semester 8,80.0,93.0,45.0,,92.0
Patrick Wright,Semester 7,,55.0,33.0,57.0,81.0
Patrick Wright,Semester 1,97.0,,,72.0,79.0
Patrick Wright,Semester 3,51.0,,,,88.0
Holly Greene,Semester 1,87.0,38.0,93.0,95.0,49.0
Holly Greene,Semester 5,89.0,,73.0,63.0,
Holly Greene,Semester 7,,,,59.0,
Holly Greene,Semester 6,,,52.0,,44.0
Holly Greene,Semester 8,,,95.0,87.0,53.0
Holly Greene,Semester 3,47.0,86.0,48.0,,92.0
Maria Mays,Semester 5,42.0,,72.0,77.0,80.0
Maria Mays,Semester 2,49.0,,,75.0,43.0
Maria Mays,Semester 3,,,37.0,,
Natalie Cortez,Semester 6,,,,,53.0
Natalie Cortez,Semester 5,,87.0,78.0,,83.0
Natalie Cortez,Semester 7,,72.0,,,
Natalie Cortez,Semester 3,52.0,,97.0,,69.0
Natalie Cortez,Semester 1,87.0,100.0,79.0,,
Natalie Cortez,Semester 4,,52.0,,43.0,
Natalie Cortez,Semester 2,,,,,
Natalie Cortez,Semester 8,73.0,,,98.0,80.0
Charles Richardson,Semester 3,76.0,,,55.0,73.0
Charles Richardson,Semester 2,,,,,79.0
Charles Richardson,Semester 4,,34.0,55.0,56.0,
Charles Richardson,Semester 8,87.0,,,,36.0
Charles Richardson,Semester 7,46.0,73.0,,44.0,
Charles Richardson,Semester 1,30.0,,67.0,,72.0
Megan Gaines,Semester 5,,89.0,35.0,,
Megan Gaines,Semester 7,52.0,,71.0,,
Megan Gaines,Semester 6,60.0,,,,
Megan Gaines,Semester 1,91.0,,,93.0,
Megan Gaines,Semester 8,,,45.0,47.0,
Megan Gaines,Semester 4,,,57.0,,96.0
Megan Gaines,Semester 2,34.0,99.0,,84.0,98.0
Megan Gaines,Semester 3,89.0,88.0,59.0,,64.0
Katherine Harris,Semester 3,,69.0,50.0,37.0,
Katherine Harris,Semester 6,,65.0,37.0,,
Katherine Harris,Semester 1,73.0,,64.0,93.0,56.0
Anthony Allen,Semester 3,51.0,47.0,,92.0,55.0
Anthony Allen,Semester 5,78.0,35.0,,57.0,43.0
Anthony Allen,Semester 7,36.0,,,33.0,83.0
Anthony Allen,Semester 4,80.0,,,41.0,65.0
Anthony Allen,Semester 8,55.0,63.0,,,97.0
Anthony Allen,Semester 6,,,,,
Brandi Fisher,Semester 5,77.0,,37.0,97.0,61.0
Brandi Fisher,Semester 8,68.0,45.0,47.0,,
Brandi Fisher,Semester 3,99.0,,,95.0,65.0
Brandi Fisher,Semester 6,44.0,98.0,57.0,84.0,56.0
Brandi Fisher,Semester 7,,91.0,,50.0,41.0
Brandi Fisher,Semester 4,93.0,43.0,,81.0,51.0
Brandi Fisher,Semester 1,79.0,63.0,80.0,63.0,
Jacob Atkins,Semester 2,,92.0,,,
Jacob Atkins,Semester 7,,,45.0,,96.0
Jacob Atkins,Semester 6,50.0,31.0,64.0,58.0,52.0
Jacob Atkins,Semester 3,42.0,,34.0,39.0,53.0
Jacob Atkins,Semester 5,36.0,,,,
Jacob Atkins,Semester 8,,,32.0,42.0,68.0
Jacob Atkins,Semester 4,,,,72.0,
Thomas Knapp,Semester 2,,85.0,,,45.0
Rodney Romero,Semester 3,,,80.0,,85.0
Rodney Romero,Semester 4,63.0,,,57.0,
Rodney Romero,Semester 6,,,,56.0,
Rodney Romero,Semester 1,,,97.0,69.0,
Rodney Romero,Semester 2,,53.0,,60.0,41.0
Rodney Romero,Semester 5,,71.0,34.0,77.0,
Mark Taylor,Semester 8,61.0,,42.0,,
Mark Taylor,Semester 7,91.0,62.0,,,72.0
Mark Taylor,Semester 3,,,36.0,99.0,57.0
Mark Taylor,Semester 4,,,51.0,,
Mark Taylor,Semester 1,,,,90.0,94.0
Kimberly Scott,Semester 1,40.0,99.0,94.0,65.0,72.0
Kimberly Scott,Semester 7,,,86.0,57.0,
Kimberly Scott,Semester 6,98.0,,79.0,87.0,
Kimberly Scott,Semester 3,,,,75.0,
Kimberly Scott,Semester 2,,,70.0,55.0,
Leonard Olson,Semester 7,44.0,,,36.0,
Leonard Olson,Semester 5,36.0,,,47.0,32.0
Leonard Olson,Semester 2,,43.0,98.0,54.0,61.0
Leonard Olson,Semester 8,90.0,,,70.0,53.0
Leonard Olson,Semester 3,64.0,,38.0,95.0,57.0
Leonard Olson,Semester 1,56.0,90.0,39.0,57.0,
Leonard Olson,Semester 4,82.0,72.0,38.0,,74.0
John Jackson,Semester 8,,98.0,82.0,,50.0
John Jackson,Semester 6,78.0,86.0,79.0,32.0,59.0
John Jackson,Semester 5,58.0,78.0,56.0,71.0,
Megan Rodriguez,Semester 7,,,97.0,88.0,41.0
Steven Villa,Semester 2,,31.0,,32.0,
Steven Villa,Semester 8,,,56.0,40.0,49.0
Steven Villa,Semester 3,,,,88.0,98.0
Steven Villa,Semester 6,,,32.0,46.0,
Steven Villa,Semester 7,33.0,64.0,,,
Steven Villa,Semester 1,,,,,
Steven Villa,Semester 4,71.0,,,,
Steven Villa,Semester 5,,,,,
Grant Martin,Semester 4,,48.0,,,86.0
Grant Martin,Semester 6,38.0,,,46.0,
Grant Martin,Semester 7,76.0,,,,
Grant Martin,Semester 5,,,,,63.0
Grant Martin,Semester 2,58.0,32.0,75.0,,78.0
Grant Martin,Semester 3,,,61.0,76.0,56.0
Grant Martin,Semester 8,,,,71.0,67.0
Lauren Mendoza,Semester 8,,79.0,,34.0,
Lauren Mendoza,Semester 1,,60.0,99.0,41.0,
Lauren Mendoza,Semester 4,,59.0,62.0,68.0,61.0
Lauren Mendoza,Semester 6,84.0,53.0,,,98.0
Lauren Mendoza,Semester 7,63.0,,83.0,,70.0
Lauren Mendoza,Semester 3,32.0,96.0,77.0,99.0,35.0
Lauren Mendoza,Semester 5,72.0,,,71.0,
Chris Gibson,Semester 3,,,58.0,,
Michael Gonzales,Semester 8,46.0,54.0,,,
Michael Gonzales,Semester 5,,96.0,,90.0,72.0
Michael Gonzales,Semester 2,,61.0,46.0,99.0,
Michael Gonzales,Semester 1,43.0,85.0,76.0,40.0,
Robert King,Semester 2,32.0,,43.0,84.0,33.0
Robert King,Semester 3,48.0,62.0,100.0,87.0,
Robert King,Semester 1,53.0,,69.0,47.0,
Robert King,Semester 4,97.0,,39.0,44.0,
Melissa Campos,Semester 4,,,84.0,32.0,49.0
Melissa Campos,Semester 1,70.0,,,,
Melissa Campos,Semester 3,39.0,,,60.0,
Melissa Campos,Semester 8,,77.0,63.0,,33.0
Melissa Campos,Semester 2,,30.0,,,78.0
Melissa Campos,Semester 5,96.0,42.0,59.0,,45.0
Melissa Campos,Semester 7,67.0,,,,69.0
Kenneth May,Semester 5,73.0,85.0,,61.0,
Kenneth May,Semester 6,,,,94.0,
Dr. Jason Oneal,Semester 8,,65.0,,,88.0
Dr. Jason Oneal,Semester 4,52.0,,,,
Robert Lynch,Semester 7,47.0,33.0,31.0,,66.0
Robert Lynch,Semester 5,60.0,99.0,72.0,72.0,41.0
Robert Lynch,Semester 1,38.0,30.0,,93.0,71.0
Shannon Jacobs,Semester 6,,,73.0,31.0,
Sheri Sims,Semester 7,,,96.0,,41.0
Sheri Sims,Semester 6,,53.0,96.0,37.0,
Sheri Sims,Semester 2,84.0,84.0,54.0,63.0,66.0
Sheri Sims,Semester 8,83.0,51.0,98.0,73.0,
Amanda Blevins,Semester 3,,,44.0,75.0,
Patrick Davis,Semester 1,63.0,,,73.0,84.0
Patrick Davis,Semester 4,84.0,95.0,87.0,31.0,
Patrick Davis,Semester 2,,55.0,48.0,50.0,
Patrick Davis,Semester 3,,66.0,,44.0,
Jody Brown,Semester 3,35.0,,31.0,93.0,
Jody Brown,Semester 1,,,58.0,73.0,
Jody Brown,Semester 7,77.0,81.0,49.0,36.0,64.0
Jody Brown,Semester 8,,45.0,98.0,41.0,93.0
Patrick Gonzalez,Semester 6,46.0,,82.0,,
Patrick Gonzalez,Semester 1,92.0,93.0,77.0,,93.0
Patrick Gonzalez,Semester 5,,,52.0,31.0,63.0
Patrick Gonzalez,Semester 8,70.0,52.0,31.0,95.0,
Patrick Gonzalez,Semester 3,,46.0,,98.0,73.0
Patrick Gonzalez,Semester 7,96.0,60.0,,,
Patrick Gonzalez,Semester 4,99.0,,,,
Diana Bradley,Semester 6,,47.0,,,100.0
Diana Bradley,Semester 2,60.0,,62.0,,
Diana Bradley,Semester 4,,,,,36.0
Diana Bradley,Semester 1,30.0,,,33.0,
Edward Graham,Semester 3,49.0,30.0,,,
Edward Graham,Semester 2,45.0,100.0,,,73.0
Edward Graham,Semester 6,,,,,96.0
Edward Graham,Semester 8,,65.0,,84.0,
Edward Graham,Semester 7,,54.0,,94.0,
Edward Graham,Semester 1,43.0,97.0,,,36.0
Edward Graham,Semester 5,,,,79.0,89.0
Joanna Stanton,Semester 7,,,63.0,,
Joanna Stanton,Semester 5,38.0,,75.0,91.0,
Joanna Stanton,Semester 6,,,,,
Joanna Stanton,Semester 3,54.0,73.0,36.0,64.0,
Jean Davidson,Semester 7,,,48.0,,42.0
Roberto Mosley,Semester 8,54.0,,71.0,,86.0
Roberto Mosley,Semester 5,76.0,78.0,54.0,,93.0
Roberto Mosley,Semester 2,,76.0,92.0,,66.0
Jeffrey Mitchell,Semester 1,99.0,100.0,,66.0,
Jeffrey Mitchell,Semester 2,85.0,33.0,81.0,,30.0
Jeffrey Mitchell,Semester 4,,97.0,77.0,61.0,
Jeffrey Mitchell,Semester 5,30.0,75.0,,99.0,
Jeffrey Mitchell,Semester 3,85.0,86.0,49.0,73.0,75.0
Jeffrey Mitchell,Semester 6,39.0,,,,100.0
Jeffrey Mitchell,Semester 8,45.0,97.0,53.0,,
Anna Miles,Semester 8,,31.0,44.0,,
Anna Miles,Semester 6,95.0,33.0,,81.0,61.0
Anna Miles,Semester 1,,99.0,61.0,58.0,
Anna Miles,Semester 5,,,87.0,42.0,79.0
Jose Morgan,Semester 5,,99.0,,47.0,
Jose Morgan,Semester 7,,44.0,85.0,,64.0
Jose Morgan,Semester 6,,,,,82.0
Jose Morgan,Semester 8,81.0,,37.0,62.0,
Julie King,Semester 2,,,96.0,,70.0
Julie King,Semester 1,56.0,,72.0,,62.0
Julie King,Semester 5,,82.0,86.0,,86.0
Julie King,Semester 4,,58.0,41.0,,54.0
Julie King,Semester 6,34.0,,81.0,49.0,34.0
Julie King,Semester 8,36.0,66.0,76.0,68.0,67.0
Thomas Jackson,Semester 4,,58.0,,,
Thomas Jackson,Semester 5,84.0,48.0,,98.0,
Thomas Jackson,Semester 3,55.0,32.0,41.0,,
Thomas Jackson,Semester 1,,97.0,,79.0,33.0
Thomas Jackson,Semester 6,,55.0,54.0,84.0,
Thomas Jackson,Semester 2,76.0,,83.0,98.0,
Thomas Jackson,Semester 7,35.0,94.0,,45.0,37.0
Thomas Jackson,Semester 8,,59.0,,79.0,36.0
Angela Patel,Semester 5,69.0,,,30.0,
Angela Patel,Semester 2,50.0,,70.0,52.0,
Angela Patel,Semester 7,,,72.0,,99.0
Angela Patel,Semester 1,,30.0,,,69.0
Angela Patel,Semester 3,51.0,45.0,87.0,87.0,68.0
Angela Patel,Semester 6,,43.0,,,
Angela Patel,Semester 8,,43.0,48.0,,
Sherri Galvan,Semester 6,,82.0,96.0,47.0,75.0
Melissa Johnson,Semester 2,,,43.0,33.0,55.0
Melissa Johnson,Semester 8,80.0,,,76.0,75.0
Melissa Johnson,Semester 5,,72.0,,69.0,
Melissa Johnson,Semester 4,,30.0,,,42.0
Melissa Johnson,Semester 3,69.0,55.0,98.0,82.0,
Melissa Johnson,Semester 1,,65.0,43.0,,
Melissa Johnson,Semester 6,45.0,,,,35.0
Dr. Sean Rodriguez,Semester 3,,,,,
Bobby Garza,Semester 5,67.0,,36.0,96.0,59.0
Bobby Garza,Semester 2,100.0,88.0,88.0,,91.0
Bobby Garza,Semester 7,,,64.0,39.0,97.0
Bobby Garza,Semester 6,79.0,,,,63.0
Bobby Garza,Semester 3,54.0,,42.0,84.0,
Kayla Romero PhD,Semester 5,49.0,50.0,31.0,,83.0
Kayla Romero PhD,Semester 2,,97.0,,69.0,
Kayla Romero PhD,Semester 7,45.0,,,69.0,55.0
Janet Ward,Semester 3,58.0,,44.0,,
Janet Ward,Semester 4,75.0,60.0,49.0,,
Janet Ward,Semester 6,93.0,78.0,,,81.0
Janet Ward,Semester 2,,84.0,,32.0,
Janet Ward,Semester 1,,,99.0,,
Janet Ward,Semester 7,,,,91.0,
Amy Wilson,Semester 1,,,100.0,,37.0
Amy Wilson,Semester 2,,,38.0,,41.0
Amy Wilson,Semester 5,94.0,,,40.0,34.0
Amy Wilson,Semester 4,,75.0,,36.0,
Amy Wilson,Semester 3,88.0,,,,84.0
Amy Wilson,Semester 6,,96.0,,79.0,
Amy Wilson,Semester 8,61.0,,100.0,48.0,
Lance Carrillo,Semester 1,30.0,,77.0,,
Lance Carrillo,Semester 7,72.0,,,53.0,
Lance Carrillo,Semester 6,91.0,,,66.0,
Lance Carrillo,Semester 4,66.0,82.0,54.0,,36.0
Lance Carrillo,Semester 8,38.0,,83.0,,
Christopher Lutz,Semester 3,93.0,50.0,,86.0,46.0
Erin Blackburn,Semester 5,71.0,,,,33.0
Erin Blackburn,Semester 7,46.0,75.0,,58.0,
Erin Blackburn,Semester 1,53.0,44.0,,77.0,
Erin Blackburn,Semester 4,,54.0,,48.0,56.0
Erin Blackburn,Semester 6,50.0,78.0,,,44.0
Erin Blackburn,Semester 2,31.0,44.0,43.0,98.0,
Michelle Mccormick,Semester 7,,86.0,,56.0,87.0
Charlotte Kidd,Semester 5,95.0,56.0,,46.0,75.0
Charlotte Kidd,Semester 4,,,32.0,92.0,
Charlotte Kidd,Semester 1,38.0,57.0,,,62.0
Charlotte Kidd,Semester 6,97.0,,71.0,81.0,
Charlotte Kidd,Semester 3,58.0,,,81.0,
Charlotte Kidd,Semester 8,84.0,82.0,36.0,,
Sarah Fernandez,Semester 3,93.0,78.0,84.0,,
Sarah Fernandez,Semester 5,,39.0,64.0,,
Sarah Fernandez,Semester 2,51.0,49.0,,38.0,
Sarah Fernandez,Semester 1,93.0,100.0,95.0,,
Paul Herman,Semester 2,,,,95.0,92.0
Paul Herman,Semester 8,,33.0,,,64.0
Paul Herman,Semester 4,62.0,44.0,54.0,,73.0
Paul Herman,Semester 1,,55.0,64.0,,58.0
Paul Herman,Semester 5,71.0,,,,
Paul Herman,Semester 6,,,94.0,92.0,63.0
Paul Herman,Semester 7,30.0,,,,97.0
Paul Herman,Semester 3,,,42.0,81.0,47.0
Jonathan White,Semester 2,57.0,41.0,94.0,,
Jonathan White,Semester 3,85.0,98.0,78.0,65.0,
Jonathan White,Semester 7,,76.0,,,
Jonathan White,Semester 8,,,,,82.0
Jonathan White,Semester 5,48.0,56.0,,36.0,
Charles Cruz,Semester 3,44.0,,57.0,99.0,82.0
Charles Cruz,Semester 1,,51.0,,83.0,54.0
Chris Torres DVM,Semester 3,,,,,65.0
Chris Torres DVM,Semester 5,48.0,31.0,,89.0,
Chris Torres DVM,Semester 6,,,,,
Chris Torres DVM,Semester 8,78.0,71.0,32.0,,90.0
Chris Torres DVM,Semester 1,,,65.0,,58.0
Chris Torres DVM,Semester 4,74.0,,,,89.0
Chris Torres DVM,Semester 2,,,55.0,46.0,
Chris Torres DVM,Semester 7,,87.0,77.0,,
Mr. Matthew Petersen PhD,Semester 8,87.0,68.0,44.0,74.0,72.0
Mr. Matthew Petersen PhD,Semester 6,93.0,,,,87.0
Mr. Matthew Petersen PhD,Semester 7,39.0,68.0,,69.0,
Mr. Matthew Petersen PhD,Semester 5,61.0,,82.0,56.0,74.0
Kevin Gallegos,Semester 1,78.0,,,70.0,
Kevin Gallegos,Semester 8,67.0,,,,66.0
Kevin Gallegos,Semester 6,48.0,,37.0,,39.0
Kevin Gallegos,Semester 7,,,,,31.0
Kevin Gallegos,Semester 2,,,,42.0,
Eric Cuevas,Semester 2,,85.0,41.0,73.0,
David Pitts,Semester 5,51.0,,88.0,55.0,
David Pitts,Semester 3,,73.0,,89.0,91.0
David Pitts,Semester 7,35.0,58.0,,85.0,
David Pitts,Semester 6,,57.0,,,60.0
Tonya Wells,Semester 5,45.0,60.0,,,95.0
Tonya Wells,Semester 4,,,,82.0,
Tonya Wells,Semester 6,30.0,55.0,90.0,,
Thomas Butler,Semester 5,,48.0,,,63.0
Thomas Butler,Semester 6,58.0,56.0,,,84.0
Thomas Butler,Semester 3,89.0,75.0,79.0,44.0,68.0
Thomas Butler,Semester 8,72.0,,,79.0,
Thomas Butler,Semester 7,,97.0,79.0,66.0,
Thomas Butler,Semester 4,65.0,,,,88.0
Amy Smith,Semester 7,82.0,31.0,,65.0,88.0
Amy Smith,Semester 4,,36.0,,,55.0
Heather Stewart,Semester 6,64.0,31.0,69.0,,30.0
Deborah Washington,Semester 5,90.0,66.0,97.0,43.0,
Deborah Washington,Semester 7,,34.0,,90.0,39.0
Deborah Washington,Semester 6,47.0,31.0,,70.0,97.0
Deborah Washington,Semester 3,,,,,86.0
Deborah Washington,Semester 8,65.0,56.0,62.0,97.0,76.0
Deborah Washington,Semester 2,66.0,71.0,,73.0,97.0
Nancy Clark,Semester 2,,,,,54.0
Nancy Clark,Semester 3,,,91.0,,
Robert Martin,Semester 8,,45.0,,,66.0
Robert Martin,Semester 6,98.0,,,68.0,
Robert Martin,Semester 2,56.0,59.0,,65.0,35.0
Robert Martin,Semester 3,,,,,82.0
Robert Martin,Semester 7,91.0,,,31.0,
James Brown,Semester 8,,54.0,,,
James Brown,Semester 3,,39.0,,51.0,
James Brown,Semester 5,,,,,68.0
James Brown,Semester 6,,42.0,73.0,,
Bradley Chen,Semester 7,76.0,77.0,,,
Bradley Chen,Semester 4,,51.0,94.0,39.0,
Bradley Chen,Semester 1,,,,,
Bradley Chen,Semester 3,,,96.0,43.0,54.0
Bradley Chen,Semester 8,,,76.0,,
Bradley Chen,Semester 6,,33.0,84.0,,49.0
Mike Campbell,Semester 7,,38.0,,93.0,74.0
Mike Campbell,Semester 2,42.0,60.0,,,41.0
Mike Campbell,Semester 1,,,54.0,,
Mike Campbell,Semester 8,,,72.0,84.0,
Mike Campbell,Semester 5,,64.0,43.0,,
Mike Campbell,Semester 3,93.0,,,45.0,100.0
Edward Sloan,Semester 5,,,,60.0,
Edward Sloan,Semester 2,,,,65.0,
Edward Sloan,Semester 6,58.0,79.0,44.0,,
Edward Sloan,Semester 4,,,,,
Edward Sloan,Semester 3,,66.0,93.0,,42.0
Edward Sloan,Semester 1,50.0,,38.0,,
Edward Sloan,Semester 8,55.0,,99.0,48.0,31.0
Edward Sloan,Semester 7,,56.0,,,
Larry Roach,Semester 3,,41.0,71.0,,
Larry Roach,Semester 5,,,72.0,98.0,98.0
Christopher Webb,Semester 1,49.0,53.0,,94.0,82.0
Christopher Webb,Semester 5,,68.0,95.0,,72.0
Christopher Webb,Semester 2,,,,52.0,
Christine Wallace,Semester 8,,49.0,,,82.0
Christine Wallace,Semester 4,,,75.0,,75.0
